order_id,customer_id,restaurant_id,rider_id,calendar_id,weather_id,payment_id,promotion_id,order_timestamp,delivered_timestamp,order_status,delivery_minutes,delivery_fee,platform_fee,cancellation_reason
10780,1894,107,55,447,447,4,3.0,2025-03-22 19:48:00,2025-03-22 20:36:00,Delivered,48.0,25,10,
10781,1430,89,235,377,377,2,9.0,2025-01-11 19:43:00,2025-01-11 20:22:00,Delivered,39.0,25,10,
10782,1538,100,24,618,618,5,,2025-09-09 16:35:00,2025-09-09 17:20:00,Delivered,45.0,25,10,
10783,1151,63,81,84,84,1,,2024-03-24 14:30:00,,Cancelled,,0,10,Customer Cancelled
10784,1809,120,136,525,525,5,,2025-06-08 13:50:00,2025-06-08 14:29:00,Delivered,39.0,0,10,
10785,1594,93,153,340,340,2,1.0,2024-12-05 07:35:00,2024-12-05 07:55:00,Delivered,20.0,25,10,
10786,1365,81,172,249,249,2,,2024-09-05 13:13:00,2024-09-05 13:47:00,Delivered,34.0,40,10,
10787,393,12,103,365,365,5,,2024-12-30 10:15:00,2024-12-30 10:38:00,Delivered,23.0,0,10,
10788,14,9,108,51,51,1,,2024-02-20 10:42:00,2024-02-20 11:25:00,Delivered,43.0,25,10,
10789,223,11,9,382,382,5,,2025-01-16 09:49:00,2025-01-16 10:27:00,Delivered,38.0,25,10,
10790,663,37,110,496,496,3,,2025-05-10 22:03:00,2025-05-10 22:48:00,Delivered,45.0,25,10,
10791,51,20,213,465,465,1,11.0,2025-04-09 14:59:00,2025-04-09 15:34:00,Delivered,35.0,60,10,
10792,1937,118,179,78,78,3,,2024-03-18 20:25:00,2024-03-18 21:07:00,Delivered,42.0,25,10,
10793,838,50,192,330,330,4,,2024-11-25 21:43:00,2024-11-25 22:37:00,Delivered,54.0,25,10,
10794,1502,100,24,249,249,1,,2024-09-05 21:11:00,2024-09-05 21:42:00,Delivered,31.0,25,10,
10795,1783,118,233,464,464,5,,2025-04-08 21:16:00,2025-04-08 21:58:00,Delivered,42.0,0,10,
10796,799,47,160,176,176,3,,2024-06-24 22:56:00,2024-06-24 23:47:00,Delivered,51.0,25,10,
10797,268,22,182,289,289,4,,2024-10-15 21:07:00,2024-10-15 21:52:00,Delivered,45.0,40,10,
10798,1542,100,281,494,494,1,,2025-05-08 21:36:00,2025-05-08 22:02:00,Delivered,26.0,25,10,
10799,205,7,4,374,374,1,3.0,2025-01-08 17:21:00,2025-01-08 18:04:00,Delivered,43.0,25,10,
10800,1477,85,204,573,573,5,,2025-07-26 14:56:00,2025-07-26 15:39:00,Delivered,43.0,40,10,
10801,1925,106,76,689,689,2,,2025-11-19 07:12:00,2025-11-19 07:40:00,Delivered,28.0,60,10,
10802,403,28,121,91,91,2,,2024-03-31 14:46:00,2024-03-31 15:35:00,Delivered,49.0,25,10,
10803,220,29,102,422,422,2,9.0,2025-02-25 16:23:00,2025-02-25 16:55:00,Delivered,32.0,25,10,
10804,425,25,14,141,141,1,,2024-05-20 12:54:00,2024-05-20 13:49:00,Delivered,55.0,40,10,
10805,22,22,250,465,465,4,,2025-04-09 17:54:00,2025-04-09 18:40:00,Delivered,46.0,60,10,
10806,298,12,103,217,217,1,5.0,2024-08-04 19:21:00,2024-08-04 20:02:00,Delivered,41.0,40,10,
10807,838,50,289,407,407,5,,2025-02-10 13:24:00,2025-02-10 13:58:00,Delivered,34.0,40,10,
10808,723,31,22,602,602,5,9.0,2025-08-24 21:56:00,2025-08-24 22:44:00,Delivered,48.0,25,10,
10809,113,25,217,324,324,5,,2024-11-19 14:11:00,2024-11-19 14:54:00,Delivered,43.0,0,10,
10810,1552,99,200,609,609,4,,2025-08-31 20:17:00,2025-08-31 20:55:00,Delivered,38.0,40,10,
10811,1711,120,222,516,516,3,,2025-05-30 10:33:00,2025-05-30 11:30:00,Delivered,57.0,40,10,
10812,1382,85,1,447,447,3,2.0,2025-03-22 22:46:00,2025-03-22 23:09:00,Delivered,23.0,0,10,
10813,1796,120,184,379,379,3,11.0,2025-01-13 21:46:00,2025-01-13 22:31:00,Delivered,45.0,25,10,
10814,1049,55,111,513,513,5,,2025-05-27 20:35:00,2025-05-27 21:01:00,Delivered,26.0,0,10,
10815,678,34,54,547,547,5,,2025-06-30 09:27:00,2025-06-30 10:12:00,Delivered,45.0,60,10,
10816,96,18,44,117,117,1,12.0,2024-04-26 22:32:00,2024-04-26 23:00:00,Delivered,28.0,25,10,
10817,1736,105,234,211,211,2,,2024-07-29 14:33:00,2024-07-29 15:18:00,Delivered,45.0,25,10,
10818,1828,107,197,646,646,3,,2025-10-07 09:40:00,2025-10-07 10:14:00,Delivered,34.0,60,10,
10819,1330,76,273,268,268,1,,2024-09-24 22:06:00,2024-09-24 22:40:00,Delivered,34.0,40,10,
10820,247,24,62,178,178,2,,2024-06-26 20:26:00,2024-06-26 20:52:00,Delivered,26.0,25,10,
10821,487,28,121,263,263,5,,2024-09-19 22:15:00,2024-09-19 23:03:00,Delivered,48.0,60,10,
10822,586,47,291,729,729,3,,2025-12-29 17:38:00,2025-12-29 18:01:00,Delivered,23.0,25,10,
10823,734,43,57,548,548,2,,2025-07-01 14:12:00,2025-07-01 15:01:00,Delivered,49.0,25,10,
10824,1976,104,27,720,720,4,,2025-12-20 12:18:00,2025-12-20 13:09:00,Delivered,51.0,25,10,
10825,1928,118,179,195,195,3,9.0,2024-07-13 14:37:00,2024-07-13 15:33:00,Delivered,56.0,40,10,
10826,1373,75,97,327,327,4,11.0,2024-11-22 20:02:00,2024-11-22 20:44:00,Delivered,42.0,25,10,
10827,195,15,83,603,603,4,,2025-08-25 20:58:00,2025-08-25 21:25:00,Delivered,27.0,40,10,
10828,191,1,26,448,448,4,,2025-03-23 08:54:00,2025-03-23 09:17:00,Delivered,23.0,25,10,
10829,991,55,253,691,691,4,,2025-11-21 19:33:00,2025-11-21 20:10:00,Delivered,37.0,25,10,
10830,663,37,175,38,38,4,,2024-02-07 14:18:00,2024-02-07 15:03:00,Delivered,45.0,60,10,
10831,1892,110,186,355,355,4,,2024-12-20 12:55:00,2024-12-20 13:23:00,Delivered,28.0,40,10,
10832,1183,51,205,227,227,1,,2024-08-14 09:40:00,2024-08-14 10:36:00,Delivered,56.0,40,10,
10833,941,55,288,464,464,5,3.0,2025-04-08 13:16:00,2025-04-08 14:06:00,Delivered,50.0,60,10,
10834,601,31,22,380,380,1,,2025-01-14 19:15:00,2025-01-14 19:55:00,Delivered,40.0,0,10,
10835,1846,105,286,455,455,4,,2025-03-30 14:45:00,2025-03-30 15:06:00,Delivered,21.0,60,10,
10836,228,23,196,118,118,4,,2024-04-27 09:15:00,2024-04-27 09:40:00,Delivered,25.0,25,10,
10837,90,1,231,673,673,5,6.0,2025-11-03 12:11:00,2025-11-03 13:06:00,Delivered,55.0,25,10,
10838,1789,103,239,407,407,5,3.0,2025-02-10 16:19:00,2025-02-10 17:07:00,Delivered,48.0,25,10,
10839,436,12,260,529,529,5,1.0,2025-06-12 14:20:00,2025-06-12 15:07:00,Delivered,47.0,25,10,
10840,1947,118,17,678,678,5,,2025-11-08 16:49:00,2025-11-08 17:24:00,Delivered,35.0,25,10,
10841,45,12,178,551,551,5,,2025-07-04 12:02:00,2025-07-04 12:44:00,Delivered,42.0,60,10,
10842,703,44,49,389,389,4,,2025-01-23 08:56:00,2025-01-23 09:16:00,Delivered,20.0,40,10,
10843,641,46,38,659,659,3,3.0,2025-10-20 14:43:00,,Cancelled,,25,10,Rider Unavailable
10844,1716,111,55,12,12,3,,2024-01-12 19:18:00,2024-01-12 20:15:00,Delivered,57.0,40,10,
10845,731,44,298,15,15,4,8.0,2024-01-15 14:44:00,2024-01-15 15:44:00,Delivered,60.0,40,10,
10846,1713,120,222,216,216,3,9.0,2024-08-03 22:53:00,2024-08-03 23:14:00,Delivered,21.0,40,10,
10847,920,62,98,611,611,1,,2025-09-02 14:34:00,2025-09-02 15:27:00,Delivered,53.0,60,10,
10848,461,26,271,122,122,2,,2024-05-01 10:33:00,2024-05-01 11:22:00,Delivered,49.0,0,10,
10849,1465,87,285,378,378,5,,2025-01-12 21:02:00,2025-01-12 21:54:00,Delivered,52.0,25,10,
10850,1966,118,212,81,81,3,,2024-03-21 08:16:00,2024-03-21 09:01:00,Delivered,45.0,40,10,
10851,1045,71,268,141,141,2,,2024-05-20 13:29:00,2024-05-20 14:18:00,Delivered,49.0,40,10,
10852,294,13,201,282,282,3,,2024-10-08 21:42:00,2024-10-08 22:11:00,Delivered,29.0,40,10,
10853,927,56,177,499,499,1,1.0,2025-05-13 14:38:00,2025-05-13 15:20:00,Delivered,42.0,25,10,
10854,1687,99,13,137,137,2,,2024-05-16 22:55:00,2024-05-16 23:45:00,Delivered,50.0,0,10,
10855,782,37,41,526,526,2,,2025-06-09 20:59:00,2025-06-09 21:41:00,Delivered,42.0,60,10,
10856,503,42,42,86,86,2,,2024-03-26 19:55:00,2024-03-26 20:25:00,Delivered,30.0,0,10,
10857,671,44,71,563,563,5,9.0,2025-07-16 08:29:00,2025-07-16 09:26:00,Delivered,57.0,0,10,
10858,879,55,253,469,469,4,,2025-04-13 12:51:00,2025-04-13 13:44:00,Delivered,53.0,0,10,
10859,840,55,253,477,477,5,,2025-04-21 20:47:00,2025-04-21 21:11:00,Delivered,24.0,25,10,
10860,1139,59,134,153,153,3,,2024-06-01 13:28:00,2024-06-01 14:16:00,Delivered,48.0,40,10,
10861,1403,74,235,317,317,1,,2024-11-12 13:06:00,2024-11-12 13:53:00,Delivered,47.0,60,10,
10862,1546,99,13,614,614,2,,2025-09-05 14:49:00,2025-09-05 15:27:00,Delivered,38.0,0,10,
10863,1068,55,72,378,378,4,,2025-01-12 13:37:00,2025-01-12 14:34:00,Delivered,57.0,0,10,
10864,1529,93,48,168,168,3,6.0,2024-06-16 14:30:00,2024-06-16 15:02:00,Delivered,32.0,40,10,
10865,1526,95,106,665,665,2,5.0,2025-10-26 14:06:00,2025-10-26 14:30:00,Delivered,24.0,40,10,
10866,201,22,37,130,130,3,7.0,2024-05-09 13:07:00,2024-05-09 14:00:00,Delivered,53.0,25,10,
10867,667,36,22,301,301,3,11.0,2024-10-27 08:26:00,2024-10-27 09:04:00,Delivered,38.0,25,10,
10868,310,28,170,320,320,1,,2024-11-15 13:31:00,2024-11-15 14:07:00,Delivered,36.0,25,10,
10869,1102,72,117,533,533,5,,2025-06-16 12:46:00,2025-06-16 13:07:00,Delivered,21.0,40,10,
10870,174,12,66,623,623,4,3.0,2025-09-14 22:44:00,2025-09-14 23:10:00,Delivered,26.0,25,10,
10871,92,15,31,436,436,5,,2025-03-11 10:37:00,2025-03-11 11:24:00,Delivered,47.0,0,10,
10872,1637,100,249,321,321,1,4.0,2024-11-16 20:07:00,,Cancelled,,25,10,Restaurant Closed
10873,1072,50,192,442,442,5,5.0,2025-03-17 12:00:00,2025-03-17 12:57:00,Delivered,57.0,40,10,
10874,568,41,58,257,257,4,,2024-09-13 12:51:00,2024-09-13 13:34:00,Delivered,43.0,25,10,
10875,1211,89,129,54,54,1,,2024-02-23 21:22:00,2024-02-23 22:05:00,Delivered,43.0,40,10,
10876,1882,120,184,706,706,1,11.0,2025-12-06 13:05:00,2025-12-06 14:04:00,Delivered,59.0,0,10,
10877,1122,52,111,210,210,3,7.0,2024-07-28 22:42:00,2024-07-28 23:13:00,Delivered,31.0,25,10,
10878,1700,94,48,502,502,4,5.0,2025-05-16 21:26:00,2025-05-16 22:25:00,Delivered,59.0,25,10,
10879,1562,101,47,720,720,1,11.0,2025-12-20 12:59:00,2025-12-20 13:41:00,Delivered,42.0,25,10,
10880,973,62,117,604,604,5,,2025-08-26 12:29:00,,Cancelled,,25,10,Customer Cancelled
10881,592,43,57,532,532,4,11.0,2025-06-15 08:11:00,2025-06-15 08:49:00,Delivered,38.0,25,10,
10882,522,36,8,608,608,4,,2025-08-30 14:49:00,2025-08-30 15:22:00,Delivered,33.0,0,10,
10883,493,11,140,242,242,2,,2024-08-29 12:19:00,2024-08-29 12:46:00,Delivered,27.0,25,10,
10884,42,10,79,637,637,5,,2025-09-28 21:12:00,2025-09-28 21:54:00,Delivered,42.0,0,10,
10885,155,12,203,11,11,4,,2024-01-11 14:11:00,2024-01-11 14:55:00,Delivered,44.0,60,10,
10886,1978,115,198,276,276,3,,2024-10-02 19:53:00,2024-10-02 20:43:00,Delivered,50.0,0,10,
10887,1299,85,120,122,122,2,,2024-05-01 22:15:00,2024-05-01 22:52:00,Delivered,37.0,25,10,
10888,1659,92,101,107,107,2,7.0,2024-04-16 14:19:00,2024-04-16 14:53:00,Delivered,34.0,0,10,
10889,761,44,152,75,75,3,,2024-03-15 13:20:00,2024-03-15 14:07:00,Delivered,47.0,40,10,
10890,82,12,66,187,187,5,,2024-07-05 10:07:00,2024-07-05 10:30:00,Delivered,23.0,25,10,
10891,1071,50,137,141,141,4,10.0,2024-05-20 14:44:00,2024-05-20 15:34:00,Delivered,50.0,40,10,
10892,477,28,121,466,466,2,,2025-04-10 09:10:00,2025-04-10 09:31:00,Delivered,21.0,0,10,
10893,1240,90,139,410,410,2,,2025-02-13 12:24:00,2025-02-13 13:12:00,Delivered,48.0,25,10,
10894,140,7,4,425,425,2,,2025-02-28 13:51:00,,Cancelled,,40,10,Restaurant Closed
10895,685,37,38,661,661,3,,2025-10-22 22:55:00,2025-10-22 23:20:00,Delivered,25.0,25,10,
10896,1797,110,186,657,657,1,,2025-10-18 10:17:00,2025-10-18 11:02:00,Delivered,45.0,60,10,
10897,1220,73,292,210,210,2,,2024-07-28 09:14:00,2024-07-28 09:51:00,Delivered,37.0,60,10,
10898,11,29,93,677,677,5,,2025-11-07 07:20:00,2025-11-07 08:15:00,Delivered,55.0,40,10,
10899,1779,110,68,88,88,4,,2024-03-28 12:28:00,2024-03-28 12:53:00,Delivered,25.0,40,10,
10900,600,48,256,139,139,2,,2024-05-18 21:23:00,2024-05-18 22:21:00,Delivered,58.0,25,10,
10901,129,1,127,492,492,1,8.0,2025-05-06 19:47:00,2025-05-06 20:33:00,Delivered,46.0,25,10,
10902,611,44,227,487,487,2,6.0,2025-05-01 19:08:00,2025-05-01 19:49:00,Delivered,41.0,40,10,
10903,229,2,272,232,232,1,,2024-08-19 14:07:00,2024-08-19 14:28:00,Delivered,21.0,40,10,
10904,1932,107,28,363,363,3,,2024-12-28 22:08:00,2024-12-28 22:28:00,Delivered,20.0,40,10,
10905,685,46,58,512,512,4,5.0,2025-05-26 19:29:00,2025-05-26 20:11:00,Delivered,42.0,25,10,
10906,1233,82,273,377,377,3,,2025-01-11 21:03:00,2025-01-11 21:51:00,Delivered,48.0,25,10,
10907,1685,100,114,123,123,3,,2024-05-02 12:11:00,2024-05-02 12:32:00,Delivered,21.0,40,10,
10908,988,62,52,285,285,5,12.0,2024-10-11 21:25:00,2024-10-11 21:47:00,Delivered,22.0,25,10,
10909,341,24,278,434,434,3,,2025-03-09 12:15:00,2025-03-09 12:38:00,Delivered,23.0,25,10,
10910,1897,112,197,536,536,2,,2025-06-19 12:59:00,2025-06-19 13:22:00,Delivered,23.0,25,10,
10911,1452,78,230,458,458,3,9.0,2025-04-02 21:19:00,2025-04-02 21:48:00,Delivered,29.0,40,10,
10912,1510,100,249,673,673,3,4.0,2025-11-03 16:33:00,,Cancelled,,25,10,Restaurant Closed
10913,152,15,282,358,358,5,,2024-12-23 20:03:00,2024-12-23 20:48:00,Delivered,45.0,40,10,
10914,1602,98,263,701,701,2,,2025-12-01 19:56:00,2025-12-01 20:49:00,Delivered,53.0,25,10,
10915,1426,81,229,39,39,3,,2024-02-08 08:38:00,2024-02-08 09:15:00,Delivered,37.0,25,10,
10916,1190,65,219,475,475,2,,2025-04-19 21:40:00,,Cancelled,,25,10,Customer Cancelled
10917,368,14,252,554,554,2,,2025-07-07 20:28:00,2025-07-07 21:02:00,Delivered,34.0,60,10,
10918,195,9,282,333,333,1,,2024-11-28 17:40:00,2024-11-28 18:37:00,Delivered,57.0,40,10,
10919,1587,91,53,63,63,4,,2024-03-03 19:33:00,2024-03-03 19:58:00,Delivered,25.0,25,10,
10920,513,36,71,585,585,2,11.0,2025-08-07 09:35:00,2025-08-07 10:31:00,Delivered,56.0,25,10,
10921,1801,118,179,326,326,5,9.0,2024-11-21 14:10:00,2024-11-21 14:59:00,Delivered,49.0,25,10,
10922,1094,62,19,391,391,5,9.0,2025-01-25 08:38:00,2025-01-25 09:04:00,Delivered,26.0,25,10,
10923,1426,73,292,373,373,5,,2025-01-07 21:41:00,2025-01-07 22:04:00,Delivered,23.0,40,10,
10924,1427,85,204,183,183,5,,2024-07-01 13:40:00,,Cancelled,,40,10,Rider Unavailable
10925,316,14,121,485,485,2,7.0,2025-04-29 12:22:00,2025-04-29 12:55:00,Delivered,33.0,25,10,
10926,1631,99,13,118,118,5,,2024-04-27 17:45:00,2024-04-27 18:31:00,Delivered,46.0,0,10,
10927,1747,105,234,489,489,3,8.0,2025-05-03 13:33:00,2025-05-03 14:13:00,Delivered,40.0,25,10,
10928,1654,99,248,403,403,2,,2025-02-06 14:20:00,2025-02-06 14:58:00,Delivered,38.0,40,10,
10929,1957,118,118,15,15,2,,2024-01-15 14:50:00,2024-01-15 15:40:00,Delivered,50.0,25,10,
10930,15,7,90,311,311,2,,2024-11-06 09:48:00,,Cancelled,,0,10,Payment Failed
10931,903,52,147,325,325,3,,2024-11-20 14:43:00,2024-11-20 15:03:00,Delivered,20.0,25,10,
10932,1229,78,292,355,355,4,,2024-12-20 09:24:00,2024-12-20 09:56:00,Delivered,32.0,25,10,
10933,782,46,175,414,414,5,,2025-02-17 22:15:00,2025-02-17 22:56:00,Delivered,41.0,60,10,
10934,1142,70,205,468,468,4,,2025-04-12 13:37:00,2025-04-12 14:09:00,Delivered,32.0,40,10,
10935,1121,49,180,215,215,4,,2024-08-02 19:15:00,2024-08-02 20:05:00,Delivered,50.0,60,10,
10936,1061,52,75,424,424,3,,2025-02-27 13:02:00,2025-02-27 13:54:00,Delivered,52.0,25,10,
10937,1351,81,292,486,486,5,6.0,2025-04-30 14:03:00,2025-04-30 14:40:00,Delivered,37.0,60,10,
10938,959,49,131,7,7,4,,2024-01-07 10:18:00,2024-01-07 10:40:00,Delivered,22.0,40,10,
10939,1338,75,97,719,719,3,,2025-12-19 22:43:00,2025-12-19 23:08:00,Delivered,25.0,25,10,
10940,839,50,289,72,72,5,,2024-03-12 22:58:00,2024-03-12 23:42:00,Delivered,44.0,40,10,
10941,1880,105,186,651,651,2,7.0,2025-10-12 13:52:00,2025-10-12 14:40:00,Delivered,48.0,25,10,
10942,1090,62,117,687,687,3,4.0,2025-11-17 21:38:00,2025-11-17 22:19:00,Delivered,41.0,25,10,
10943,410,14,252,606,606,2,10.0,2025-08-28 20:35:00,2025-08-28 21:31:00,Delivered,56.0,25,10,
10944,1386,90,64,217,217,2,10.0,2024-08-04 13:43:00,2024-08-04 14:23:00,Delivered,40.0,40,10,
10945,527,36,227,127,127,5,,2024-05-06 12:47:00,2024-05-06 13:46:00,Delivered,59.0,25,10,
10946,136,9,108,131,131,3,8.0,2024-05-10 16:24:00,2024-05-10 16:46:00,Delivered,22.0,40,10,
10947,864,51,29,597,597,3,,2025-08-19 13:42:00,2025-08-19 14:28:00,Delivered,46.0,25,10,
10948,32,19,244,543,543,1,,2025-06-26 07:27:00,,Cancelled,,25,10,Customer Cancelled
10949,554,34,258,147,147,1,,2024-05-26 14:21:00,2024-05-26 15:07:00,Delivered,46.0,40,10,
10950,289,26,69,261,261,1,,2024-09-17 21:22:00,2024-09-17 22:03:00,Delivered,41.0,60,10,
10951,1001,54,144,116,116,3,9.0,2024-04-25 17:08:00,2024-04-25 17:50:00,Delivered,42.0,40,10,
10952,683,34,258,335,335,2,,2024-11-30 12:12:00,2024-11-30 12:45:00,Delivered,33.0,0,10,
10953,714,31,22,368,368,4,,2025-01-02 12:26:00,2025-01-02 13:06:00,Delivered,40.0,60,10,
10954,1426,73,229,603,603,3,,2025-08-25 13:21:00,2025-08-25 13:44:00,Delivered,23.0,25,10,
10955,543,36,86,410,410,2,,2025-02-13 17:12:00,2025-02-13 18:02:00,Delivered,50.0,40,10,
10956,1872,118,212,119,119,3,,2024-04-28 17:11:00,2024-04-28 17:31:00,Delivered,20.0,40,10,
10957,1593,98,270,562,562,3,1.0,2025-07-15 22:49:00,2025-07-15 23:18:00,Delivered,29.0,40,10,
10958,394,28,252,643,643,2,,2025-10-04 22:45:00,2025-10-04 23:08:00,Delivered,23.0,60,10,
10959,1468,75,104,622,622,3,4.0,2025-09-13 17:09:00,2025-09-13 17:46:00,Delivered,37.0,40,10,
10960,1749,115,183,176,176,5,,2024-06-24 16:38:00,2024-06-24 17:38:00,Delivered,60.0,25,10,
10961,1240,75,70,429,429,4,,2025-03-04 21:03:00,2025-03-04 21:55:00,Delivered,52.0,25,10,
10962,1274,90,51,139,139,3,,2024-05-18 22:12:00,2024-05-18 22:55:00,Delivered,43.0,40,10,
10963,1864,111,294,364,364,2,10.0,2024-12-29 21:48:00,2024-12-29 22:11:00,Delivered,23.0,40,10,
10964,1905,104,56,410,410,1,,2025-02-13 20:07:00,2025-02-13 20:42:00,Delivered,35.0,25,10,
10965,1329,89,7,663,663,2,,2025-10-24 14:46:00,2025-10-24 15:34:00,Delivered,48.0,0,10,
10966,970,63,133,260,260,1,8.0,2024-09-16 21:51:00,2024-09-16 22:40:00,Delivered,49.0,40,10,
10967,1824,120,184,157,157,5,,2024-06-05 09:55:00,2024-06-05 10:37:00,Delivered,42.0,40,10,
10968,375,12,178,715,715,1,,2025-12-15 16:44:00,2025-12-15 17:14:00,Delivered,30.0,40,10,
10969,669,43,185,673,673,1,,2025-11-03 14:58:00,2025-11-03 15:39:00,Delivered,41.0,25,10,
10970,1637,100,249,240,240,5,9.0,2024-08-27 13:05:00,2024-08-27 13:31:00,Delivered,26.0,25,10,
10971,1946,115,198,210,210,5,,2024-07-28 08:36:00,,Cancelled,,0,10,Payment Failed
10972,198,4,108,245,245,1,,2024-09-01 12:11:00,2024-09-01 12:36:00,Delivered,25.0,40,10,
10973,1664,99,248,729,729,3,8.0,2025-12-29 20:16:00,2025-12-29 20:51:00,Delivered,35.0,25,10,
10974,176,30,271,731,731,3,5.0,2025-12-31 20:00:00,2025-12-31 21:00:00,Delivered,60.0,40,10,
10975,411,30,12,568,568,4,,2025-07-21 12:50:00,2025-07-21 13:18:00,Delivered,28.0,25,10,
10976,39,7,96,432,432,5,,2025-03-07 14:42:00,2025-03-07 15:04:00,Delivered,22.0,25,10,
10977,1112,67,277,15,15,5,,2024-01-15 19:07:00,2024-01-15 19:43:00,Delivered,36.0,40,10,
10978,827,59,116,17,17,3,,2024-01-17 22:37:00,,Cancelled,,40,10,Rider Unavailable
10979,1655,101,5,74,74,1,,2024-03-14 16:56:00,2024-03-14 17:49:00,Delivered,53.0,25,10,
10980,1005,63,266,356,356,2,10.0,2024-12-21 09:38:00,2024-12-21 10:35:00,Delivered,57.0,25,10,
10981,1513,100,249,466,466,5,,2025-04-10 19:45:00,2025-04-10 20:41:00,Delivered,56.0,40,10,
10982,1735,103,226,93,93,2,,2024-04-02 17:09:00,2024-04-02 17:56:00,Delivered,47.0,40,10,
10983,1754,117,269,624,624,1,,2025-09-15 17:11:00,2025-09-15 18:08:00,Delivered,57.0,25,10,
10984,1613,100,249,677,677,4,,2025-11-07 16:37:00,2025-11-07 17:10:00,Delivered,33.0,60,10,
10985,340,15,108,145,145,1,,2024-05-24 13:57:00,2024-05-24 14:52:00,Delivered,55.0,25,10,
10986,709,43,189,403,403,2,,2025-02-06 16:06:00,2025-02-06 17:01:00,Delivered,55.0,40,10,
10987,1987,107,275,613,613,1,5.0,2025-09-04 19:36:00,2025-09-04 20:05:00,Delivered,29.0,0,10,
10988,530,32,150,173,173,2,,2024-06-21 13:45:00,2024-06-21 14:12:00,Delivered,27.0,25,10,
10989,1739,120,99,127,127,3,5.0,2024-05-06 22:56:00,2024-05-06 23:52:00,Delivered,56.0,0,10,
10990,601,36,152,642,642,1,,2025-10-03 09:04:00,2025-10-03 09:38:00,Delivered,34.0,25,10,
10991,1228,86,70,457,457,3,12.0,2025-04-01 07:59:00,2025-04-01 08:48:00,Delivered,49.0,25,10,
10992,252,1,95,287,287,1,,2024-10-13 08:43:00,2024-10-13 09:26:00,Delivered,43.0,40,10,
10993,1392,84,159,414,414,1,,2025-02-17 14:38:00,2025-02-17 14:58:00,Delivered,20.0,40,10,
10994,1049,55,253,724,724,2,,2025-12-24 12:48:00,2025-12-24 13:43:00,Delivered,55.0,0,10,
10995,1666,95,6,613,613,5,5.0,2025-09-04 14:35:00,2025-09-04 15:23:00,Delivered,48.0,40,10,
10996,1871,116,2,507,507,5,,2025-05-21 20:53:00,2025-05-21 21:42:00,Delivered,49.0,40,10,
10997,1689,100,114,576,576,1,,2025-07-29 12:26:00,2025-07-29 12:50:00,Delivered,24.0,0,10,
10998,1525,101,193,99,99,2,,2024-04-08 12:30:00,2024-04-08 13:08:00,Delivered,38.0,25,10,
10999,410,14,252,360,360,5,,2024-12-25 17:14:00,2024-12-25 18:04:00,Delivered,50.0,25,10,
11000,1032,62,19,127,127,4,,2024-05-06 22:06:00,2024-05-06 23:00:00,Delivered,54.0,40,10,
11001,218,6,164,237,237,2,,2024-08-24 20:26:00,2024-08-24 21:22:00,Delivered,56.0,25,10,
11002,369,29,102,653,653,4,9.0,2025-10-14 12:01:00,2025-10-14 12:24:00,Delivered,23.0,25,10,
11003,1777,116,183,615,615,3,,2025-09-06 13:25:00,2025-09-06 14:23:00,Delivered,58.0,40,10,
11004,739,35,113,237,237,5,,2024-08-24 07:43:00,2024-08-24 08:38:00,Delivered,55.0,60,10,
11005,1418,76,65,181,181,3,,2024-06-29 07:19:00,2024-06-29 07:58:00,Delivered,39.0,25,10,
11006,485,12,199,253,253,5,,2024-09-09 17:38:00,2024-09-09 17:58:00,Delivered,20.0,25,10,
11007,572,46,175,647,647,1,4.0,2025-10-08 14:34:00,2025-10-08 15:00:00,Delivered,26.0,0,10,
11008,1397,85,120,529,529,5,6.0,2025-06-12 16:19:00,,Cancelled,,40,10,Rider Unavailable
11009,1740,103,112,51,51,1,,2024-02-20 16:48:00,2024-02-20 17:09:00,Delivered,21.0,40,10,
11010,188,1,95,189,189,2,,2024-07-07 10:40:00,2024-07-07 11:21:00,Delivered,41.0,40,10,
11011,896,63,133,714,714,5,,2025-12-14 20:55:00,2025-12-14 21:25:00,Delivered,30.0,25,10,
11012,415,19,14,113,113,3,,2024-04-22 14:58:00,2024-04-22 15:37:00,Delivered,39.0,40,10,
11013,1889,119,299,285,285,2,4.0,2024-10-11 13:21:00,2024-10-11 13:58:00,Delivered,37.0,40,10,
11014,684,40,77,21,21,4,11.0,2024-01-21 22:10:00,2024-01-21 22:51:00,Delivered,41.0,25,10,
11015,505,44,49,381,381,3,,2025-01-15 22:34:00,2025-01-15 22:57:00,Delivered,23.0,60,10,
11016,151,7,90,393,393,4,5.0,2025-01-27 14:11:00,2025-01-27 14:40:00,Delivered,29.0,40,10,
11017,1627,92,106,596,596,4,11.0,2025-08-18 08:09:00,2025-08-18 08:34:00,Delivered,25.0,25,10,
11018,1183,51,29,16,16,5,,2024-01-16 19:39:00,2024-01-16 20:39:00,Delivered,60.0,40,10,
11019,447,16,170,401,401,2,,2025-02-04 09:27:00,,Cancelled,,40,10,Rider Unavailable
11020,1941,109,218,198,198,5,,2024-07-16 19:46:00,2024-07-16 20:06:00,Delivered,20.0,40,10,
11021,1606,93,48,563,563,5,7.0,2025-07-16 21:42:00,2025-07-16 22:24:00,Delivered,42.0,25,10,
11022,448,11,63,557,557,1,8.0,2025-07-10 14:01:00,2025-07-10 14:37:00,Delivered,36.0,40,10,
